T051,Haettenschweiler,Display,WalterHaettenschweiler,1954
T052,HarlowSolidItalic,Script,ColinBrignall,1980
T053,Harrington,Decorativa,SamWang,1987
T054,Helvetica,SansSerif,MaxMiedinger,1957
T055,HighTowerText,Serif,Monotype,1994
T056,Impact,Display,GeoffreyLee,1965
T057,InformalRoman,Script,Monotype,1980
T058,Jokerman,Decorativa,AndrewSmith,1995
T059,JuiceITC,Decorativa,ITC,1990
T060,KristenITC,Casual,GeorgeRyan,1993
T061,KunstlerScript,Script,HansBohn,1902
T062,Leelawadee,SansSerif,Microsoft,2002
T063,LucidaBright,Serif,BigelowHolmes,1985
T064,LucidaCalligraphy,Script,BigelowHolmes,1992
T065,LucidaConsole,Monoespaciada,BigelowHolmes,1993
T066,LucidaFax,Serif,BigelowHolmes,1985
T067,LucidaHandwriting,Script,BigelowHolmes,1992
T068,LucidaSans,SansSerif,BigelowHolmes,1985
T069,LucidaSansUnicode,SansSerif,BigelowHolmes,1993
T070,Magneto,Script,LesUsherwood,1975
T071,MaiandraGD,Humanista,GalapagosDesign,1994
T072,MaturaMTScript,Script,ImreReiner,1938
T073,MicrosoftSansSerif,SansSerif,Microsoft,1994
T074,Mistral,Script,RogerExcoffon,1953
T075,ModernNo20,Serif,Monotype,1897
T076,MonotypeCorsiva,Script,PatriciaSaunders,1995
T077,NiagaraEngraved,Display,Monotype,1967
T078,NiagaraSolid,Display,Monotype,1967
T079,OCRAExtended,Monoespaciada,AmericanTypeFounders,1968
T080,OldEnglishTextMT,Blackletter,Monotype,1880
T081,PalatinoLinotype,Serif,HermannZapf,1949
T082,Papyrus,Decorativa,ChrisCostello,1982
T083,Parchment,Decorativa,Monotype,1998
T084,Perpetua,Serif,EricGill,1929
T085,Playbill,Display,RobertHarbeck,1938
T086,PoorRichard,Script,PaulNerlich,1995
T087,RageItalic,Script,RonZwingelberg,1984
T088,Ravie,Decorativa,KenOBrien,1993
T089,Rockwell,SlabSerif,Monotype,1934
T090,ScriptMTBold,Script,Monotype,1990
T091,SegoeUI,SansSerif,SteveMatteson,2004
T092,ShowcardGothic,Display,JimSpiece,1971
T093,SnapITC,Decorativa,ITC,1992
T094,Stencil,Display,GerryPowell,1937
T095,Sylfaen,Serif,JohnHudson,1998
T096,Tahoma,SansSerif,MatthewCarter,1994
T097,TempusSansITC,SansSerif,PhilipKelly,1997
T098,TimesNewRoman,Serif,StanleyMorison,1932
T099,TrebuchetMS,SansSerif,VincentConnare,1996
T100,Verdana,SansSerif,MatthewCarter,1996
